date, pm25, pm10, o3, no2, so2, co
28/10/19,398,424,7,22,8,20
29/10/19,400,445,6,26,10,23
30/10/19,390,495,6,28,11,25
31/10/19,424,589,13,37,11,27
01/11/19,495,367,6,26,8,18
02/11/19,384,925,5,20,6,31
03/11/19,828,389,9,24,6,17
04/11/19,400,239,17,22,7,13
05/11/19,298,181,16,31,8,14
06/11/19,197,221,6,21,6,15
07/11/19,257,190,10,25,7,16
08/11/19,233,162,6,19,6,11
09/11/19,229,180,12,21,9,12
10/11/19,246,316,14,24,10,16
11/11/19,342,534,14,24,9,18
12/11/19,509,439,12,28,10,22
13/11/19,436,511,9,30,9,24
14/11/19,446,455,8,28,8,22
15/11/19,420,236,6,17,6,13
16/11/19,265,135,5,15,5,10
17/11/19,178,155,7,18,6,15
18/11/19,209,202,7,18,6,20
19/11/19,223,338,10,15,8,23
20/11/19,296,320,10,14,9,27
21/11/19,281,294,6,14,7,25
22/11/19,281,176,6,13,5,17
23/11/19,211,139,3,10,6,16
24/11/19,172,170,4,11,6,18
25/11/19,203,233,20,12,6,20
26/11/19,204,119,6,13,4,15
27/11/19,150,80,4,16,4,13
28/11/19,116,99,6,15,5,15
29/11/19,141,150,6,18,5,17
30/11/19,194,154,13,23,5,16
01/12/19,215,202,14,25,5,18
02/12/19,249,229,12,27,6,20
03/12/19,248,289,13,29,7,20
04/12/19,272,521,8,35,6,27
05/12/19,412,335,5,28,6,23
06/12/19,334,316,6,26,5,20
07/12/19,324,381,4,25,6,23
08/12/19,353,292,8,25,5,23
09/12/19,298,401,8,29,5,26
10/12/19,359,556,10,35,5,31
11/12/19,441,450,8,17,3,24
12/12/19,400,108,4,12,3,15
13/12/19,185,135,4,11,4,18
14/12/19,188,121,3,8,3,13
15/12/19,191,112,4,10,4,14
16/12/19,178,123,6,12,4,14
17/12/19,192,160,13,15,3,15
18/12/19,242,426,9,21,4,25
19/12/19,413,482,11,20,4,25
20/12/19,451,278,6,14,3,20
21/12/19,341,141,6,12,3,16
22/12/19,224,156,6,12,4,17
23/12/19,237,332,8,16,3,21
24/12/19,351,172,5,11,3,15
25/12/19,233,204,6,12,3,16
26/12/19,272,314,7,13,4,17
27/12/19,340,375,6,13,6,21
28/12/19,360,421,10,14,6,22
29/12/19,397, , , , , 
31/12/19, ,504,10,17,10,24
01/01/20,444,482,4,14,9,27
02/01/20,419,377,3,12,8,25
03/01/20,355,245,4,14,4,21
04/01/20,286,204,4,12,4,16
05/01/20,272,197,3,10,4,17
06/01/20,250,180,7,9,5,19
07/01/20,229,108,3,6,4,16
08/01/20,207,102,5,4,3,13
09/01/20,182,153,6,6,4,17
10/01/20,214,200,7,8,4,20
11/01/20,246,301,7,8,5,23
12/01/20,309,262,7,6,4,24
13/01/20,318,115,4,4,4,16
14/01/20,197,121,4,5,4,17
15/01/20,195,134,2,5,4,18
16/01/20,232,112,2,3,4,19
17/01/20,203,131,2,3,4,19
18/01/20,208,131,2,4,4,17
19/01/20,215,178,3,6,4,19
20/01/20,244,324,5,14,5,28
21/01/20,353,206,3,13,4,24
22/01/20,287,112,2,14,4,16
23/01/20,165,122,2,17,4,17
24/01/20,176,188,2,20,4,21
25/01/20,239,263,3,18,4,23
26/01/20,322,280,3,18,4,31
27/01/20,333,164,2,13,4,19
28/01/20,201,136,3,16,4,16
29/01/20,173,139,3,20,4,17
30/01/20,184,144,2,20,4,19
31/01/20,191,168,2,20,4,18
01/02/20,201,162,2,20,4,19
02/02/20,219,233,2,24,4,20
03/02/20,247,309,3,28,4,25
