Date,Name of State / UT,Total Confirmed cases
30/01/20,Kerala,1
31/01/20,Kerala,1
01/02/20,Kerala,2
02/02/20,Kerala,3
03/02/20,Kerala,3
04/02/20,Kerala,3
05/02/20,Kerala,3
06/02/20,Kerala,3
07/02/20,Kerala,3
08/02/20,Kerala,3
09/02/20,Kerala,3
10/02/20,Kerala,3
11/02/20,Kerala,3
12/02/20,Kerala,3
13/02/20,Kerala,3
14/02/20,Kerala,3
15/02/20,Kerala,3
16/02/20,Kerala,3
17/02/20,Kerala,3
18/02/20,Kerala,3
19/02/20,Kerala,3
20/02/20,Kerala,3
21/02/20,Kerala,3
22/02/20,Kerala,3
23/02/20,Kerala,3
24/02/20,Kerala,3
25/02/20,Kerala,3
26/02/20,Kerala,3
27/02/20,Kerala,3
28/02/20,Kerala,3
29/02/20,Kerala,3
01/03/20,Kerala,3
02/03/20,Delhi,1
02/03/20,Kerala,3
02/03/20,Telengana,1
03/03/20,Delhi,1
03/03/20,Kerala,3
03/03/20,Telengana,1
04/03/20,Delhi,1
04/03/20,Haryana,14
04/03/20,Kerala,3
04/03/20,Rajasthan,1
04/03/20,Telengana,1
04/03/20,Uttar Pradesh,6
05/03/20,Delhi,2
05/03/20,Haryana,14
05/03/20,Kerala,3
05/03/20,Rajasthan,1
05/03/20,Telengana,1
05/03/20,Uttar Pradesh,7
06/03/20,Delhi,3
06/03/20,Haryana,14
06/03/20,Kerala,3
06/03/20,Rajasthan,1
06/03/20,Telengana,1
06/03/20,Uttar Pradesh,7
07/03/20,Delhi,3
07/03/20,Haryana,14
07/03/20,Kerala,3
07/03/20,Rajasthan,1
07/03/20,Tamil Nadu,1
07/03/20,Telengana,1
07/03/20,Union Territory of Ladakh,2
07/03/20,Uttar Pradesh,7
08/03/20,Delhi,3
08/03/20,Haryana,14
08/03/20,Kerala,8
08/03/20,Rajasthan,1
08/03/20,Tamil Nadu,1
08/03/20,Telengana,1
08/03/20,Union Territory of Ladakh,2
08/03/20,Uttar Pradesh,7
09/03/20,Delhi,4
09/03/20,Haryana,14
09/03/20,Karnataka,1
09/03/20,Kerala,9
09/03/20,Maharashtra,2
09/03/20,Punjab,1
09/03/20,Rajasthan,1
09/03/20,Tamil Nadu,1
09/03/20,Telengana,1
09/03/20,Union Territory of Jammu and Kashmir,1
09/03/20,Union Territory of Ladakh,2
09/03/20,Uttar Pradesh,7
10/03/20,Delhi,4
10/03/20,Haryana,14
10/03/20,Karnataka,4
10/03/20,Kerala,15
10/03/20,Maharashtra,5
10/03/20,Punjab,1
10/03/20,Rajasthan,1
10/03/20,Tamil Nadu,1
10/03/20,Telengana,1
10/03/20,Union Territory of Jammu and Kashmir,1
10/03/20,Union Territory of Ladakh,2
10/03/20,Uttar Pradesh,7
11/03/20,Delhi,5
11/03/20,Haryana,14
11/03/20,Karnataka,4
11/03/20,Kerala,17
11/03/20,Maharashtra,10
11/03/20,Punjab,1
11/03/20,Rajasthan,3
11/03/20,Tamil Nadu,1
11/03/20,Telengana,1
11/03/20,Union Territory of Jammu and Kashmir,1
11/03/20,Union Territory of Ladakh,2
11/03/20,Uttar Pradesh,9
12/03/20,Andhra Pradesh,1
