date,pm25,pm10,o3,no2,so2,co
9/9/2015,141,80,195,31,18,19
9/8/2015,141,86,118,33,18,16
9/7/2015,170,75,109,28,20,19
9/6/2015,148,79,93,12,12,17
9/5/2015,119,99,73,30,19,18
9/4/2015,143,56,77,24,15,10
9/3/2015,147,85,62,29,14,10
9/2/2015,140,78,105,27,18,15
9/1/2015,158,64,99,15,15,9
8/31/2015,168,84,77,28,9,9
8/30/2015,167,110,105,42,16,16
8/29/2015,172,113,109,46,16,14
8/28/2015,165,103,134,32,16,14
8/27/2015,173,104,103,42,15,14
8/26/2015,162,137,132,48,13,13
8/25/2015,159,95,112,44,12,13
8/24/2015,158,86,84,20,8,9
8/23/2015,161,83,88,14,8,9
8/22/2015,151,110,91,36,15,16
8/21/2015,122,85,103,36,11,13
8/20/2015,94,64,88,30,8,9
8/19/2015,116,46,52,14,6,5
8/18/2015,162,50,32,22,11,15
8/17/2015,160,90,81,28,12,10
8/16/2015,143,94,107,39,11,14
8/15/2015,152,69,99,30,6,10
8/14/2015,161,87,39,32,12,14
8/13/2015,115,84,91,30,18,12
8/12/2015,99,64,165,25,11,10
8/11/2015,78,55,62,21,10,10
8/10/2015,74,30,34,10,4,7
8/9/2015,97,22,20,8,3,7
8/8/2015,125,47,31,9,4,6
8/7/2015,107,63,55,13,9,8
8/6/2015,112,60,61,24,8,9
8/5/2015,116,52,83,19,7,8
8/4/2015,112,68,47,24,10,6
8/3/2015,121,63,44,18,14,7
8/2/2015,103,72,53,23,17,7
8/1/2015,91,68,60,22,12,8
7/31/2015,90,65,47,21,13,6
7/30/2015,106,73,51,21,10,7
7/29/2015,114,61,46,17,8,6
7/28/2015,100,60,52,22,12,7
7/27/2015,95,53,48,22,11,8
7/26/2015,122,46,37,20,10,8
7/25/2015,153,54,49,23,13,9
7/24/2015,116,68,112,26,11,12
7/23/2015,122,51,106,33,4,9
7/22/2015,154,42,43,32,8,17
7/21/2015,149,90,101,40,15,14
7/20/2015,143,83,135,32,14,15
7/19/2015,162,77,89,33,11,14
7/18/2015,158,93,85,38,13,14
7/17/2015,127,71,81,26,8,9
7/16/2015,101,43,46,17,11,9
7/15/2015,180,25,60,18,15,10
7/14/2015,173,87,66,36,14,18
7/13/2015,159,118,117,50,18,15
7/12/2015,132,112,137,43,10,11
7/11/2015,109,75,78,32,8,10
7/10/2015,96,57,55,14,9,11
7/9/2015,140,48,65,13,11,13
7/8/2015,151,73,44,21,12,15
7/7/2015,93,80,97,32,11,11
7/6/2015,117,51,59,19,12,11
7/5/2015,130,52,44,19,9,9
7/4/2015,134,66,72,27,8,8
7/3/2015,153,67,73,51,11,12
7/2/2015,180,89,64,31,11,14
7/1/2015,111,90,128,47,12,14
6/30/2015,110,48,109,24,9,7
6/29/2015,147,47,28,16,9,9
6/28/2015,119,83,77,30,14,13
6/27/2015,121,68,90,37,19,17
6/26/2015,128,62,58,24,11,10
6/25/2015,118,75,118,33,14,19
6/24/2015,128,63,59,22,11,10
6/23/2015,156,57,61,29,23,10
6/22/2015,149,73,110,25,22,15
6/21/2015,165,61,89,28,13,15
6/20/2015,166,72,87,28,13,23
6/19/2015,156,93,94,37,22,13
6/18/2015,130,90,114,47,12,17
6/17/2015,111,57,84,26,18,12
6/16/2015,153,28,26,23,17,11
6/15/2015,107,96,52,31,19,12
6/14/2015,134,52,31,22,20,8
6/13/2015,158,73,38,30,28,12
6/12/2015,153,142,58,59,25,13
6/11/2015,141,152,94,54,23,10
6/10/2015,140,113,62,37,18,9
6/9/2015,164,82,64,39,21,11
6/8/2015,97,90,80,45,20,10
6/7/2015,127,49,43,28,15,8
6/6/2015,144,64,53,37,22,17
6/5/2015,125,94,90,43,22,11
6/4/2015,149,63,66,28,15,8
6/3/2015,135,69,47,28,16,10
6/2/2015,129,68,45,30,13,10
6/1/2015,175,54,46,20,14,12
5/31/2015,185,110,85,39,28,14
5/30/2015,151,124,126,49,20,15
5/29/2015,126,82,83,30,11,12
5/28/2015,170,49,35,22,13,13
5/27/2015,172,96,72,37,15,26
5/26/2015,193,87,38,31,11,14
5/25/2015,216,98,95,41,23,22
5/24/2015,199,189,102,74,26,29
5/23/2015,169,133,138,58,20,18
5/22/2015,140,100,59,34,15,13
5/21/2015,134,90,110,33,20,17
